Filename,Age,Mean F0,Mean Confidence,Fallback Used
17Y-097A-X-10.wav,17.0,393.003787184283,0.7102195960469544,"No Fallback, 90% Confidence"
2Y-031A-F2-03.wav,2.0,540.754058247617,0.6737425178289413,Fallback to Mid Confidence (75%)
3Y-029A-M1-05.wav,3.0,344.3367231467307,0.8646771242985358,"No Fallback, 90% Confidence"
3Y-092A-M1.wav,3.0,623.1627812518025,0.7792913287269826,"No Fallback, 90% Confidence"
1Y-063A-X-06.wav,1.0,728.434465377181,0.39124917508248824,Fallback to Mid Confidence (75%)
17Y-097A-X-04.wav,17.0,362.2282722366883,0.7982517029617874,"No Fallback, 90% Confidence"
11Y-015A-M3-01.wav,11.0,568.2932039152355,0.7026410106607158,"No Fallback, 90% Confidence"
3Y-029A-M1-04.wav,3.0,413.93966037296934,0.887464028985604,"No Fallback, 90% Confidence"
17Y-097A-X-05.wav,17.0,342.47301964200255,0.9074679640206423,"No Fallback, 90% Confidence"
1Y-063A-X-07.wav,1.0,738.7221446352054,0.3924482803515814,Fallback to Mid Confidence (75%)
2Y-031A-F2-02.wav,2.0,764.9752790293359,0.753373764615546,"No Fallback, 90% Confidence"
5Y-000A-F7-01.wav,5.0,658.6521819657294,0.5872303839449001,"No Fallback, 90% Confidence"
0Y-047A-17.wav,0.0,657.3435162671024,0.9188164647283226,"No Fallback, 90% Confidence"
4Y-074A-M-03.wav,4.0,515.8744252596783,0.8346359996960081,"No Fallback, 90% Confidence"
0Y-047A-03.wav,0.0,705.9063370428586,0.8625382034523973,"No Fallback, 90% Confidence"
1Y-075A-M-05.wav,1.0,637.9309411145163,0.6888328279964016,"No Fallback, 90% Confidence"
